OD_id,matching_prob,ride_distance,detour_distance,shared_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker
150,0.040794368810809556,7281.615386819591,42.16628584677015,121.83326873579269,7266.94227756392,27.493176591098848,57.429957359172114,7254.786846037203,15.337745064381354,65.79165608197395
151,0.04851416713719514,9755.814007427232,27.816694435004774,179.23997551212258,9747.298187415674,19.30087442344779,86.45766627438326,9737.127066166773,9.129753174543378,95.53240373375722
152,0.0358677151725415,8734.656819026486,35.440407366322,139.8703110765963,8734.743108010984,35.52669635081863,119.04543325414372,8699.216411660167,0.0,21.11402121600157
153,0.08855522515522363,2885.594863063565,45.52758308702963,183.4133734588111,2879.724450167759,39.657170191223635,101.85958861076178,2847.3599873061876,7.292707329652954,85.20695337259242
154,0.05693001675711784,15947.651052617915,67.79857376969268,260.64390691463433,15897.678192524858,17.825713676633647,73.17494694486201,15930.639920912137,50.78744206391168,190.81283688716707
155,0.10668090589927393,7375.1972347299525,88.49327530506245,270.3106026712258,7368.246203238598,81.54224381370798,220.8615831723482,7295.992670347524,9.288710922629166,55.780750832152215
156,0.03819934586018625,9644.884438959636,21.107749659084586,100.35629980537243,9644.939188460465,21.162499159913384,75.65435284613112,9623.776689300548,0.0,24.897672332816168
157,0.00828587248303947,18492.995571514097,5.72531280647842,127.9464898993124,18493.010339303604,5.74008059598609,80.59071422639211,18487.270258707616,0.0,47.56311539299325
158,0.17988076039625545,3269.0492815322978,156.62980129252813,415.43445838075263,3212.321446098577,99.90196585880626,199.03436293463906,3178.5665845320436,66.14710429227297,235.16607427801614
159,0.18252834995873612,4901.445457472903,199.29111776035924,568.8132509237953,4859.601435248581,157.44709553603784,356.26789276427223,4755.204942148201,53.05060243565726,237.90336621545768
160,0.0282142993023482,1525.5856524244577,9.514758607155862,36.00451463569961,1521.7691667469883,5.6982729296863175,12.634630490440982,1519.99404211172,3.9231482944179996,23.606384356623785
161,0.10309865209236524,10979.657609228796,151.9223513765486,540.6204199203222,10954.746583754611,127.01132590236455,491.0646600154132,10854.754730747893,27.01947289564888,57.70766296415157
162,0.04102705091604153,3445.8524081959144,16.695631996084423,70.5691087094764,3437.3341690450848,8.177392845255453,18.26657594712067,3437.936055794411,8.779279594583116,52.88564221806346
163,0.09421031738185426,4108.336464038325,78.48440257796457,186.12284018327603,4088.3076720997133,58.45561063935325,131.56024156979842,4051.6607153686023,21.808653908240885,58.568357310106876
164,0.18674928114467948,6728.9869712893305,216.06768396669565,695.7378544404661,6608.340875979202,95.4215886565667,241.48644543728864,6646.260370498363,133.3410831757267,486.37901804526126
165,0.1981310462201551,4571.533594117038,211.49613637839306,618.6436791859743,4478.800267383017,118.76280964437129,261.2246260445003,4467.343942136864,107.30648439821755,389.47342834964365
166,0.19296467010291118,6166.324323816322,266.54179865081903,755.0658226833276,6003.0660385716565,103.28351340615224,245.7966612839134,6077.888200809864,178.10567564436187,544.6033485186381
167,0.08129396288317015,6677.6170812226765,81.04925384905543,226.00488299095355,6619.2300094413695,22.662182067749374,73.90507458631826,6656.47891883273,59.91109145911242,157.06988532055516
168,0.16343410995839247,5547.387262996866,178.60447258832826,624.5142258352997,5440.1407982388355,71.35800783029732,189.8955486515961,5484.3754228445805,115.59263243604202,456.8292200301817
169,0.17843877869291858,3256.81842986199,167.30053929931188,411.046026706318,3191.217161042216,101.69927047953776,196.9218935708506,3165.0764008469546,75.5585102842766,233.40449605927557
170,0.12022717669492033,3963.213552118863,110.86637865389827,369.2904118198052,3925.536850177237,73.18967671227168,184.52706454464285,3894.6424344546185,42.29526098965439,196.40773732909136
171,0.10927158493509381,2726.401583150972,86.50848795434091,199.77782893058995,2681.3871437012117,41.49404850458008,91.27072144972581,2687.3992685472776,47.50617335064624,113.98795013157464
172,0.11259135973278556,2736.9865008379384,86.12345877004057,199.7394862187092,2692.052992734702,41.18995066680423,91.01483026454804,2698.2700228774906,47.406980809591936,114.19013223875349
173,0.020605421951154668,2777.5761576632276,15.239748859713766,45.80367400342954,2766.0128939361175,3.6764851326033514,8.012831275525809,2773.960431157638,11.624022354122905,37.923265030517264
174,0.13239792439584974,4397.891559275942,138.8660430842105,345.2064830535229,4372.9883860689115,113.96286987717964,233.27103566238867,4289.1205950142175,30.09507882248513,122.56277891835563
175,0.16736876099380948,6494.993839461435,204.63514724308544,587.9622391678865,6468.128473003941,177.76978078559063,450.16558285919194,6323.6087160716,33.25002385325101,153.96449431364422
176,0.13190145891167981,7562.681739174947,121.18897428714513,409.2850498333116,7528.911124167692,87.41835927988845,270.02731960340543,7480.140178789415,38.64741390161289,154.32171615386528
177,0.0722312159362839,6184.600942793223,67.5725213305512,235.85761237107909,6163.389889812501,46.361468349828705,130.87908841740347,6139.476981627406,22.44856016473564,108.47202443842092
178,0.1576342674450223,3653.8496113220936,121.26495412503425,372.55057892997377,3630.597450860474,98.01279366341477,233.664502111691,3561.0125329015273,28.427875704466835,151.22508767685443
179,0.10952051877619207,11667.437150023105,152.85332839022266,571.0447452742437,11644.89192309537,130.30810146248805,508.82159507711765,11539.768252294512,25.184430661635073,72.52860195757057
180,0.14076653660073846,7564.169127400059,158.95998865730252,489.1510384333705,7489.5675862559765,84.35844751321986,237.30588488075756,7485.967117549199,80.75797880644497,269.1636193405374
181,0.12974965084417467,5403.8411606959,143.96445343259686,396.34952310004184,5348.790006113336,88.91329885003263,199.77002764936776,5320.75666107015,60.879953806848896,209.67561714740657
182,0.1405469031269696,6327.5541000752555,125.26801617272154,434.88420050377454,6284.4351215246725,82.14903762213784,219.19963664734402,6250.759748929448,48.47366502691423,229.97256240086864
183,0.13588977438986605,1756.3457809838005,123.37664783058473,192.75079274786685,1731.605658488877,98.6365253356614,107.28264920139452,1663.8400826677305,30.870949514514688,92.13637686287292
184,0.1440255468617473,7055.182518428288,155.60051889156898,464.2360681529337,6982.259758427993,82.67775889127326,217.06332148730843,6979.99152033052,80.40952079380381,266.82859107665905
185,0.14787738152247565,4784.293831712066,134.9106855422804,420.0608733434464,4657.381848443471,7.998702273684099,29.63623781331066,4777.437515270114,128.05436910032864,394.65732441207655
186,0.12794314797069983,4888.07679557375,165.6105155085873,379.2236324998058,4822.702012822374,100.23573275720933,181.93649205551776,4794.32955547697,71.86327541180788,209.06431372266354
187,0.11531438447762798,3753.48373959067,130.03314422449824,277.0075087387779,3670.231983433836,46.78138806766324,100.47930983322017,3710.078890073753,86.62829470758226,183.78049040904267
